Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),,True RA,True DEC
2026-07-11,11:58:28.458,4.605060166795738e-05,-43.367645263671875,-118.29769134521484,418.7042541503906,416.6300354003906,2.07421875,,5.646779537200928,19.252164840698242,0.9470725655555725,8.79039192199707,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.22645568847656,76.68418884277344,12.36400032043457,0.18713760375976562,0,10,0,0,2026-07-11T15:58:28.458Z,211.80999755859375,74.88999938964844,0,0,,5.160195586266266,22.020110569343675
2026-07-11,11:58:29.457,4.583237023325637e-05,-43.388275146484375,-118.31807708740234,416.7438659667969,416.6300354003906,0.11383056640625,,5.646779537200928,1.056535005569458,0.9426383376121521,8.749235153198242,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.2430877685547,76.68363952636719,12.363980293273926,0.1871175765991211,0,10,0,0,2026-07-11T15:58:29.457Z,211.52999877929688,74.93000030517578,0,0,,5.166451874235347,22.02205966062051
2026-07-11,11:58:30.467,4.612206248566508e-05,-43.36091232299805,-118.29232788085938,419.2219543457031,416.6300354003906,2.5919189453125,,5.646779537200928,24.057275772094727,0.9482435584068298,8.801260948181152,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.25973510742188,76.68309020996094,12.363959312438965,0.18709659576416016,0,10,0,0,2026-07-11T15:58:30.467Z,211.25999450683594,74.95999908447266,0,0,,5.172205255479876,22.016711497881584
2026-07-11,11:58:31.481,4.624876601155847e-05,-43.3489990234375,-118.27713012695312,420.6917724609375,416.6300354003906,4.061737060546875,,5.646779537200928,37.699607849121094,0.9515681266784668,8.83211898803711,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.2763671875,76.68254089355469,12.36393928527832,0.18707656860351562,0,10,0,0,2026-07-11T15:58:31.481Z,211.1199951171875,74.9800033569336,0,0,,5.175467087693015,22.01805477376782
2026-07-11,11:58:32.482,4.598075611284003e-05,-43.374237060546875,-118.30287170410156,418.20562744140625,416.6300354003906,1.575592041015625,,5.646779537200928,14.6240873336792,0.9459447264671326,8.779923439025879,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.2930145263672,76.68199157714844,12.36391830444336,0.1870555877685547,0,10,0,0,2026-07-11T15:58:32.482Z,210.83999633789062,75.0199966430664,0,0,,5.181694626730983,22.021037904172744
2026-07-11,11:58:33.482,4.630081821233034e-05,-43.344112396240234,-118.27411651611328,420.98358154296875,416.6300354003906,4.353546142578125,,5.646779537200928,40.40807342529297,0.9522281885147095,8.838245391845703,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.3096466064453,76.68144226074219,12.363898277282715,0.18703556060791016,0,10,0,0,2026-07-11T15:58:33.482Z,210.6999969482422,75.04000091552734,0,0,,5.184942901151178,22.022701625914014
2026-07-11,11:58:34.485,4.6091638068901375e-05,-43.36377716064453,-118.29071807861328,419.37738037109375,416.6300354003906,2.747344970703125,,5.646779537200928,25.499881744384766,0.9485951066017151,8.804523468017578,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.32627868652344,76.6808853149414,12.363877296447754,0.18701457977294922,0,10,0,0,2026-07-11T15:58:34.485Z,210.4199981689453,75.06999969482422,0,0,,5.190832391113652,22.017368725185186
2026-07-11,11:58:35.498,4.6053421101532876e-05,-43.36738204956055,-118.29531860351562,418.9333190917969,416.6300354003906,2.30328369140625,,5.646779537200928,21.378263473510742,0.9475906491279602,8.795201301574707,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.34291076660156,76.68033599853516,12.36385726928711,0.1869945526123047,0,10,0,0,2026-07-11T15:58:35.498Z,210.13999938964844,75.0999984741211,0,0,,5.196716879383136,22.012424063173892
2026-07-11,11:58:36.500,4.588957744999789e-05,-43.38285827636719,-118.31228637695312,417.2998352050781,416.6300354003906,0.6697998046875,,5.646779537200928,6.21684455871582,0.9438958764076233,8.760907173156738,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.3595428466797,76.67977905273438,12.363836288452148,0.18697357177734375,0,10,0,0,2026-07-11T15:58:36.500Z,210,75.12000274658203,0,0,,5.199951934709872,22.014600751932072
2026-07-11,11:58:37.499,4.6332974307006225e-05,-43.34109878540039,-118.26985168457031,421.397216796875,416.6300354003906,4.767181396484375,,5.646779537200928,44.24728775024414,0.9531638026237488,8.846928596496582,6.088603549869731e-05,0,5.575538635253906,22.01449966430664,184.6255340576172,-5.784363269805908,189.3761749267578,76.6792221069336,12.36381721496582,0.18695449829101562,0,10,0,0,2026-07-11T15:58:37.499Z,209.72000122070312,75.16000366210938,0,0,,5.20613189674888,22.019254066879494
