Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),
2026-07-10,11:26:33.897,4.206599260214716e-05,-43.76068878173828,-118.49717712402344,399.9073486328125,336.33001708984375,63.57733154296875,,3.1044833660125732,590.102294921875,0.9045555591583252,8.395764350891113,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.65989685058594,83.17200469970703,12.137584686279297,2.376070022583008,0,10,0,0,2026-07-10T15:26:33.897Z,250.2100067138672,81.19999694824219,0,0,
2026-07-10,11:26:34.922,4.225660813972354e-05,-43.74105453491211,-118.47847747802734,401.63238525390625,336.33001708984375,65.3023681640625,,3.1044833660125732,606.1134643554688,0.9084574580192566,8.431981086730957,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.68234252929688,83.17443084716797,12.137566566467285,2.376051902770996,0,10,0,0,2026-07-10T15:26:34.922Z,249.85000610351562,81.20999908447266,0,0,
2026-07-10,11:26:35.930,4.2162646423093975e-05,-43.7507209777832,-118.49113464355469,400.4635925292969,336.33001708984375,64.13357543945312,,3.1044833660125732,595.26513671875,0.9058137536048889,8.407443046569824,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.70480346679688,83.1768569946289,12.137547492980957,2.376032829284668,0,10,0,0,2026-07-10T15:26:35.930Z,249.1199951171875,81.23999786376953,0,0,
2026-07-10,11:26:36.932,4.2001403926406056e-05,-43.76736068725586,-118.50409698486328,399.2704162597656,336.33001708984375,62.940399169921875,,3.1044833660125732,584.1905517578125,0.903114914894104,8.382392883300781,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.727294921875,83.17928314208984,12.137529373168945,2.3760147094726562,0,10,0,0,2026-07-10T15:26:36.932Z,248.38999938964844,81.2699966430664,0,0,
2026-07-10,11:26:37.930,4.218033791403286e-05,-43.748897552490234,-118.48771667480469,400.7789001464844,336.33001708984375,64.44888305664062,,3.1044833660125732,598.1917114257812,0.9065269827842712,8.4140625,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.74978637695312,83.18170928955078,12.137510299682617,2.375995635986328,0,10,0,0,2026-07-10T15:26:37.930Z,248.02999877929688,81.27999877929688,0,0,
2026-07-10,11:26:38.944,4.212513522361405e-05,-43.75458526611328,-118.49320220947266,400.27294921875,336.33001708984375,63.94293212890625,,3.1044833660125732,593.4956665039062,0.9053825736045837,8.403440475463867,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.7722930908203,83.18413543701172,12.137492179870605,2.3759775161743164,0,10,0,0,2026-07-10T15:26:38.944Z,247.3000030517578,81.30000305175781,0,0,
2026-07-10,11:26:39.973,4.193609129288234e-05,-43.77412033081055,-118.51033782958984,398.6966857910156,336.33001708984375,62.366668701171875,,3.1044833660125732,578.8653564453125,0.9018172025680542,8.37034797668457,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.79483032226562,83.18655395507812,12.137473106384277,2.3759584426879883,0,10,0,0,2026-07-10T15:26:39.973Z,246.92999267578125,81.30999755859375,0,0,
2026-07-10,11:26:40.972,4.174143759883009e-05,-43.79432678222656,-118.53031158447266,396.8674621582031,336.33001708984375,60.537445068359375,,3.1044833660125732,561.8871459960938,0.8976796269416809,8.331944465637207,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.81736755371094,83.18898010253906,12.137454986572266,2.3759403228759766,0,10,0,0,2026-07-10T15:26:40.972Z,246.19000244140625,81.33999633789062,0,0,
2026-07-10,11:26:41.971,4.159814488957636e-05,-43.809261322021484,-118.54717254638672,395.330078125,336.33001708984375,59.00006103515625,,3.1044833660125732,547.61767578125,0.8942021727561951,8.299668312072754,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.8399200439453,83.19139862060547,12.137435913085938,2.3759212493896484,0,10,0,0,2026-07-10T15:26:41.971Z,245.44000244140625,81.36000061035156,0,0,
2026-07-10,11:26:42.982,4.18606614402961e-05,-43.78194046020508,-118.52066040039062,397.75054931640625,336.33001708984375,61.4205322265625,,3.1044833660125732,570.0836181640625,0.8996770977973938,8.350483894348145,6.088603549869731e-05,0,5.50166654586792,30.248611450195312,177.15280151367188,-2.146787166595459,134.8625030517578,83.19381713867188,12.137417793273926,2.3759031295776367,0,10,0,0,2026-07-10T15:26:42.982Z,245.07000732421875,81.37000274658203,0,0,
